Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Khesari,2010,Rabi       ,Madhya Pradesh,52782.0,30033,856.3,8767618.02,12667.68,0.5690007957258156
Linseed,2010,Rabi       ,Madhya Pradesh,94394.0,33321,856.3,15679787.34,22654.56,0.35299913130071825
Maize,2010,Kharif     ,Madhya Pradesh,837865.0,1332205,856.3,139177755.1,201087.6,1.589999582271607
Masoor,2010,Rabi       ,Madhya Pradesh,697685.0,201457,856.3,115892455.4,167444.4,0.2887506539484151
Mesta,2010,Whole Year ,Madhya Pradesh,370.0,914,856.3,61460.7,88.8,2.4702702702702704
Moong(Green Gram),2010,Kharif     ,Madhya Pradesh,83782.0,29404,856.3,13917028.02,20107.68,0.35095843976033037
Moong(Green Gram),2010,Rabi       ,Madhya Pradesh,2941.0,662,856.3,488529.51,705.84,0.2250935056103366
Niger seed,2010,Kharif     ,Madhya Pradesh,91857.0,20063,856.3,15258366.27,22045.68,0.2184155807396279
Onion,2010,Whole Year ,Madhya Pradesh,56243.0,902250,856.3,9342524.73,13498.32,16.04199633732198
Other Kharif pulses,2010,Kharif     ,Madhya Pradesh,1983.0,466,856.3,329396.13,475.92,0.23499747856782652
Peas & beans (Pulses),2010,Rabi       ,Madhya Pradesh,247181.0,66496,856.3,41059235.91,59323.44,0.2690174406608922
Potato,2010,Whole Year ,Madhya Pradesh,76482.0,655527,856.3,12704425.02,18355.68,8.57099709735624
Ragi,2010,Kharif     ,Madhya Pradesh,283.0,87,856.3,47009.13,67.92,0.30742049469964666
Rapeseed &Mustard,2010,Rabi       ,Madhya Pradesh,725721.0,818613,856.3,120549515.3,174173.04,1.127999603153278
Rice,2010,Kharif     ,Madhya Pradesh,1573535.0,1766596,856.3,261379898.8,377648.4,1.1226925362321143
Safflower,2010,Rabi       ,Madhya Pradesh,376.0,84,856.3,62457.36,90.24,0.22340425531914893
Sannhamp,2010,Whole Year ,Madhya Pradesh,3629.0,7294,856.3,602813.19,870.96,2.0099200881785615
Sesamum,2010,Whole Year ,Madhya Pradesh,360426.0,177690,856.3,59870362.86,86502.24,0.49299995005909675
Small millets,2010,Kharif     ,Madhya Pradesh,262854.0,88106,856.3,43662677.94,63084.96,0.3351898772702717
Soyabean,2010,Kharif     ,Madhya Pradesh,5538358.0,6271666,856.3,919976647.4,1329205.92,1.1324053085770187
Sugarcane,2010,Whole Year ,Madhya Pradesh,48190.0,1960980,856.3,8004840.9,11565.6,40.69267482880266
Sunflower,2010,Kharif     ,Madhya Pradesh,112.0,49,856.3,18604.32,26.88,0.4375
Sweet potato,2010,Whole Year ,Madhya Pradesh,4278.0,17770,856.3,710618.58,1026.72,4.153810191678354
Tobacco,2010,Whole Year ,Madhya Pradesh,134.0,66,856.3,22258.74,32.16,0.4925373134328358
Turmeric,2010,Whole Year ,Madhya Pradesh,731.0,423,856.3,121426.41,175.44,0.5786593707250342
Urad,2010,Kharif     ,Madhya Pradesh,555055.0,213739,856.3,92200186.05,133213.2,0.3850771545162191
Urad,2010,Rabi       ,Madhya Pradesh,5393.0,2090,856.3,895831.23,1294.32,0.3875394029297237
Wheat,2010,Rabi       ,Madhya Pradesh,4633125.0,9219781,856.3,769608393.7,1111950.0,1.9899702684473222
Arhar/Tur,2010,Kharif     ,Maharashtra,1301900.0,975800,1389.0,216258609.0,312456.0,0.7495199324064828
Bajra,2010,Kharif     ,Maharashtra,1034600.0,1123500,1389.0,171857406.0,248304.0,1.0859269282814614
Castor seed,2010,Kharif     ,Maharashtra,9800.0,4190,1389.0,1627878.0,2352.0,0.4275510204081633
Cotton(lint),2010,Kharif     ,Maharashtra,3941900.0,7472500,1389.0,654789009.0,946056.0,1.8956594535630027
Gram,2010,Rabi       ,Maharashtra,1437900.0,1300200,1389.0,238849569.0,345096.0,0.9042353432088462
Groundnut,2010,Kharif     ,Maharashtra,275200.0,345500,1389.0,45713472.0,66048.0,1.255450581395349
Groundnut,2010,Summer     ,Maharashtra,89300.0,124800,1389.0,14833623.0,21432.0,1.3975363941769317
Jowar,2010,Kharif     ,Maharashtra,1031700.0,1367500,1389.0,171375687.0,247608.0,1.3254822138218474
Jowar,2010,Rabi       ,Maharashtra,3027500.0,2084800,1389.0,502898025.0,726600.0,0.6886209744013212
Linseed,2010,Rabi       ,Maharashtra,39300.0,10314,1389.0,6528123.0,9432.0,0.26244274809160306
Maize,2010,Kharif     ,Maharashtra,730600.0,2208900,1389.0,121359966.0,175344.0,3.023405420202573
Maize,2010,Rabi       ,Maharashtra,137600.0,361800,1389.0,22856736.0,33024.0,2.629360465116279
Maize,2010,Summer     ,Maharashtra,22300.0,31300,1389.0,3704253.0,5352.0,1.4035874439461884
Moong(Green Gram),2010,Kharif     ,Maharashtra,553700.0,372400,1389.0,91975107.0,132888.0,0.672566371681416
Niger seed,2010,Kharif     ,Maharashtra,34700.0,7500,1389.0,5764017.0,8328.0,0.21613832853025935
Other  Rabi pulses,2010,Rabi       ,Maharashtra,133000.0,57700,1389.0,22092630.0,31920.0,0.4338345864661654
Other Kharif pulses,2010,Kharif     ,Maharashtra,129400.0,61380,1389.0,21494634.0,31056.0,0.4743431221020093
Ragi,2010,Kharif     ,Maharashtra,120000.0,117500,1389.0,19933200.0,28800.0,0.9791666666666666
Rapeseed &Mustard,2010,Rabi       ,Maharashtra,7700.0,2860,1389.0,1279047.0,1848.0,0.37142857142857144
Rice,2010,Kharif     ,Maharashtra,1486200.0,2625100,1389.0,246872682.0,356688.0,1.7663167810523484
Rice,2010,Summer     ,Maharashtra,29500.0,65800,1389.0,4900245.0,7080.0,2.230508474576271
Safflower,2010,Rabi       ,Maharashtra,172900.0,93900,1389.0,28720419.0,41496.0,0.5430884904569115
Sesamum,2010,Kharif     ,Maharashtra,52600.0,18830,1389.0,8737386.0,12624.0,0.3579847908745247
Sesamum,2010,Rabi       ,Maharashtra,2900.0,906,1389.0,481719.0,696.0,0.3124137931034483
Small millets,2010,Kharif     ,Maharashtra,53600.0,27170,1389.0,8903496.0,12864.0,0.5069029850746268
Small millets,2010,Rabi       ,Maharashtra,4476900.0,4750000,1389.0,743657859.0,1074456.0,1.0610020326565257
Soyabean,2010,Kharif     ,Maharashtra,2729100.0,4316100,1389.0,453330801.0,654984.0,1.5815103880400132
Sugarcane,2010,Whole Year ,Maharashtra,964500.0,85691500,1389.0,160213095.0,231480.0,88.8455158113012
Sunflower,2010,Kharif     ,Maharashtra,68800.0,35000,1389.0,11428368.0,16512.0,0.5087209302325582
Sunflower,2010,Rabi       ,Maharashtra,138800.0,89800,1389.0,23056068.0,33312.0,0.6469740634005764
Sunflower,2010,Summer     ,Maharashtra,6300.0,6500,1389.0,1046493.0,1512.0,1.0317460317460319
Urad,2010,Kharif     ,Maharashtra,481700.0,328700,1389.0,80015187.0,115608.0,0.6823749221507163
Wheat,2010,Rabi       ,Maharashtra,1306600.0,2300800,1389.0,217039326.0,313584.0,1.7609061686820757
Arhar/Tur,2010,Kharif     ,Manipur,490.0,508,2160.5,81393.9,117.6,1.036734693877551
Banana,2010,Whole Year ,Manipur,5899.0,76422,2160.5,979882.89,1415.76,12.95507713171724
Cowpea(Lobia),2010,Kharif     ,Manipur,890.0,970,2160.5,147837.9,213.6,1.0898876404494382
Dry chillies,2010,Whole Year ,Manipur,8210.0,61661,2160.5,1363763.1,1970.4,7.51047503045067
Ginger,2010,Kharif     ,Manipur,2200.0,25443,2160.5,365442.0,528.0,11.565
Gram,2010,Rabi       ,Manipur,590.0,470,2160.5,98004.9,141.6,0.7966101694915254
Groundnut,2010,Kharif     ,Manipur,3075.0,2207,2160.5,510788.25,738.0,0.7177235772357724
Maize,2010,Kharif     ,Manipur,18520.0,33510,2160.5,3076357.2,4444.8,1.8093952483801297
Maize,2010,Rabi       ,Manipur,3850.0,8000,2160.5,639523.5,924.0,2.0779220779220777
Masoor,2010,Rabi       ,Manipur,480.0,379,2160.5,79732.8,115.2,0.7895833333333333
Moong(Green Gram),2010,Kharif     ,Manipur,390.0,399,2160.5,64782.9,93.6,1.023076923076923
Other  Rabi pulses,2010,Rabi       ,Manipur,5070.0,4218,2160.5,842177.7,1216.8,0.8319526627218935
Other Kharif pulses,2010,Kharif     ,Manipur,1450.0,1619,2160.5,240859.5,348.0,1.116551724137931
Peas & beans (Pulses),2010,Rabi       ,Manipur,16110.0,14118,2160.5,2676032.1,3866.4,0.8763500931098697
Potato,2010,Whole Year ,Manipur,13650.0,114000,2160.5,2267401.5,3276.0,8.351648351648352
Rapeseed &Mustard,2010,Rabi       ,Manipur,26750.0,20850,2160.5,4443442.5,6420.0,0.7794392523364486
Rice,2010,Kharif     ,Manipur,212680.0,480240,2160.5,35328274.8,51043.2,2.258040248260297
Soyabean,2010,Kharif     ,Manipur,4675.0,3635,2160.5,776564.25,1122.0,0.7775401069518717
Sugarcane,2010,Whole Year ,Manipur,5200.0,301310,2160.5,863772.0,1248.0,57.94423076923077
Turmeric,2010,Whole Year ,Manipur,1440.0,16323,2160.5,239198.4,345.6,11.335416666666667
Urad,2010,Kharif     ,Manipur,1500.0,1710,2160.5,249165.0,360.0,1.14
Wheat,2010,Rabi       ,Manipur,2100.0,5250,2160.5,348831.0,504.0,2.5
Arhar/Tur,2010,Kharif     ,Mizoram,175.0,149,2738.7,29069.25,42.0,0.8514285714285714
Cotton(lint),2010,Kharif     ,Mizoram,151.0,113,2738.7,25082.61,36.24,0.7483443708609272
Cowpea(Lobia),2010,Kharif     ,Mizoram,1381.0,1786,2738.7,229397.91,331.44,1.2932657494569153
Cowpea(Lobia),2010,Rabi       ,Mizoram,222.0,310,2738.7,36876.42,53.28,1.3963963963963963
Maize,2010,Kharif     ,Mizoram,8721.0,13055,2738.7,1448645.31,2093.04,1.4969613576424723
Maize,2010,Rabi       ,Mizoram,284.0,445,2738.7,47175.24,68.16,1.5669014084507042
Onion,2010,Rabi       ,Mizoram,3.0,9,2738.7,498.33,0.72,3.0
Other  Rabi pulses,2010,Rabi       ,Mizoram,1311.0,2670,2738.7,217770.21,314.64,2.0366132723112127
Other Kharif pulses,2010,Kharif     ,Mizoram,810.0,1069,2738.7,134549.1,194.4,1.319753086419753
Potato,2010,Kharif     ,Mizoram,415.0,3610,2738.7,68935.65,99.6,8.698795180722891
Potato,2010,Rabi       ,Mizoram,16.0,89,2738.7,2657.76,3.84,5.5625
Rapeseed &Mustard,2010,Rabi       ,Mizoram,378.0,303,2738.7,62789.58,90.72,0.8015873015873016
Rice,2010,Autumn     ,Mizoram,28562.0,26499,2738.7,4744433.82,6854.88,0.9277711644842798
Rice,2010,Kharif     ,Mizoram,12123.0,20697,2738.7,2013751.53,2909.52,1.7072506805246226
Rice,2010,Rabi       ,Mizoram,7.0,6,2738.7,1162.77,1.68,0.8571428571428571
Sesamum,2010,Kharif     ,Mizoram,1362.0,770,2738.7,226241.82,326.88,0.5653450807635829
Soyabean,2010,Kharif     ,Mizoram,1401.0,2653,2738.7,232720.11,336.24,1.8936473947180585
Sugarcane,2010,Whole Year ,Mizoram,1418.0,7900,2738.7,235543.98,340.32,5.571227080394922
Tapioca,2010,Kharif     ,Mizoram,278.0,1080,2738.7,46178.58,66.72,3.884892086330935
Tobacco,2010,Whole Year ,Mizoram,240.0,155,2738.7,39866.4,57.6,0.6458333333333334
Arhar/Tur,2010,Kharif     ,Nagaland,2500.0,2130,1771.8,415275.0,600.0,0.852
Bajra,2010,Kharif     ,Nagaland,650.0,560,1771.8,107971.5,156.0,0.8615384615384616
Barley,2010,Rabi       ,Nagaland,460.0,730,1771.8,76410.6,110.4,1.5869565217391304
Castor seed,2010,Kharif     ,Nagaland,270.0,180,1771.8,44849.7,64.8,0.6666666666666666
Cotton(lint),2010,Kharif     ,Nagaland,100.0,50,1771.8,16611.0,24.0,0.5
Gram,2010,Rabi       ,Nagaland,720.0,510,1771.8,119599.2,172.8,0.7083333333333334
Groundnut,2010,Kharif     ,Nagaland,730.0,740,1771.8,121260.3,175.2,1.0136986301369864
Horse-gram,2010,Kharif     ,Nagaland,330.0,330,1771.8,54816.3,79.2,1.0
Jowar,2010,Kharif     ,Nagaland,120.0,110,1771.8,19933.2,28.8,0.9166666666666666
Jute,2010,Kharif     ,Nagaland,3000.0,5400,1771.8,498330.0,720.0,1.8
Linseed,2010,Rabi       ,Nagaland,5700.0,4580,1771.8,946827.0,1368.0,0.8035087719298246
Maize,2010,Kharif     ,Nagaland,63430.0,124200,1771.8,10536357.3,15223.2,1.9580640075673972
Maize,2010,Rabi       ,Nagaland,5000.0,9800,1771.8,830550.0,1200.0,1.96
Masoor,2010,Rabi       ,Nagaland,1970.0,1500,1771.8,327236.7,472.8,0.7614213197969543
Mesta,2010,Kharif     ,Nagaland,1550.0,2970,1771.8,257470.5,372.0,1.9161290322580644
Moong(Green Gram),2010,Kharif     ,Nagaland,200.0,190,1771.8,33222.0,48.0,0.95
Peas & beans (Pulses),2010,Kharif     ,Nagaland,2150.0,2680,1771.8,357136.5,516.0,1.2465116279069768
Potato,2010,Kharif     ,Nagaland,2750.0,34990,1771.8,456802.5,660.0,12.723636363636365
Potato,2010,Rabi       ,Nagaland,3500.0,43410,1771.8,581385.0,840.0,12.402857142857142
Ragi,2010,Kharif     ,Nagaland,300.0,280,1771.8,49833.0,72.0,0.9333333333333333
Rapeseed &Mustard,2010,Rabi       ,Nagaland,27050.0,27080,1771.8,4493275.5,6492.0,1.001109057301294
Rice,2010,Kharif     ,Nagaland,180060.0,378210,1771.8,29909766.6,43214.4,2.1004665111629457
Rice,2010,Rabi       ,Nagaland,1330.0,3150,1771.8,220926.3,319.2,2.3684210526315788
Sesamum,2010,Kharif     ,Nagaland,3470.0,2080,1771.8,576401.7,832.8,0.5994236311239193
Small millets,2010,Kharif     ,Nagaland,8500.0,8030,1771.8,1411935.0,2040.0,0.9447058823529412
Soyabean,2010,Kharif     ,Nagaland,24350.0,30430,1771.8,4044778.5,5844.0,1.2496919917864477
Sugarcane,2010,Kharif     ,Nagaland,4250.0,184920,1771.8,705967.5,1020.0,43.510588235294115
Sunflower,2010,Kharif     ,Nagaland,200.0,160,1771.8,33222.0,48.0,0.8
Sunflower,2010,Rabi       ,Nagaland,1860.0,970,1771.8,308964.6,446.4,0.521505376344086
Tapioca,2010,Kharif     ,Nagaland,1650.0,38790,1771.8,274081.5,396.0,23.509090909090908
Urad,2010,Rabi       ,Nagaland,660.0,430,1771.8,109632.6,158.4,0.6515151515151515
Wheat,2010,Rabi       ,Nagaland,3120.0,5340,1771.8,518263.2,748.8,1.7115384615384615
Arhar/Tur,2010,Kharif     ,Punjab,4200.0,3900,392.7,697662.0,1008.0,0.9285714285714286
Bajra,2010,Kharif     ,Punjab,3000.0,3000,392.7,498330.0,720.0,1.0
Barley,2010,Rabi       ,Punjab,12000.0,44000,392.7,1993320.0,2880.0,3.6666666666666665
Cotton(lint),2010,Kharif     ,Punjab,483000.0,1822000,392.7,80231130.0,115920.0,3.772256728778468
Gram,2010,Rabi       ,Punjab,2100.0,2700,392.7,348831.0,504.0,1.2857142857142858
Groundnut,2010,Kharif     ,Punjab,2200.0,3900,392.7,365442.0,528.0,1.7727272727272727
Guar seed,2010,Kharif     ,Punjab,18200.0,16800,392.7,3023202.0,4368.0,0.9230769230769231
Maize,2010,Kharif     ,Punjab,133000.0,491000,392.7,22092630.0,31920.0,3.691729323308271
Masoor,2010,Rabi       ,Punjab,1100.0,739,392.7,182721.0,264.0,0.6718181818181819
Moong(Green Gram),2010,Kharif     ,Punjab,7800.0,6300,392.7,1295658.0,1872.0,0.8076923076923077
Peas & beans (Pulses),2010,Rabi       ,Punjab,3200.0,4100,392.7,531552.0,768.0,1.28125
Rapeseed &Mustard,2010,Rabi       ,Punjab,31000.0,41000,392.7,5149410.0,7440.0,1.3225806451612903
Rice,2010,Kharif     ,Punjab,2831000.0,10837000,392.7,470257410.0,679440.0,3.827975980219004
Sesamum,2010,Kharif     ,Punjab,5700.0,2300,392.7,946827.0,1368.0,0.40350877192982454
Urad,2010,Kharif     ,Punjab,2800.0,1600,392.7,465108.0,672.0,0.5714285714285714
Wheat,2010,Rabi       ,Punjab,3510000.0,16472000,392.7,583046100.0,842400.0,4.692877492877493
Arhar/Tur,2010,Kharif     ,Tamil Nadu,35751.0,23669,1095.2,5938598.61,8580.24,0.6620514111493385
Castor seed,2010,Kharif     ,Tamil Nadu,5972.0,1711,1095.2,992008.92,1433.28,0.286503683858004
Cotton(lint),2010,Kharif     ,Tamil Nadu,120765.0,247930,1095.2,20060274.15,28983.6,2.0529954871030514
Gram,2010,Rabi       ,Tamil Nadu,7296.0,4936,1095.2,1211938.56,1751.04,0.6765350877192983
Groundnut,2010,Kharif     ,Tamil Nadu,385509.0,895638,1095.2,64036899.99,92522.16,2.323260935542361
Horse-gram,2010,Kharif     ,Tamil Nadu,47320.0,21729,1095.2,7860325.2,11356.8,0.4591927303465765
Maize,2010,Kharif     ,Tamil Nadu,230489.0,1027536,1095.2,38286527.79,55317.36,4.4580695824963446
Moong(Green Gram),2010,Kharif     ,Tamil Nadu,171666.0,57683,1095.2,28515439.26,41199.84,0.33601878065545887
Ragi,2010,Kharif     ,Tamil Nadu,75650.0,171096,1095.2,12566221.5,18156.0,2.2616787838730996
Rice,2010,Kharif     ,Tamil Nadu,1905726.0,5792415,1095.2,316560145.9,457374.24,3.0394794424801885
Sesamum,2010,Whole Year ,Tamil Nadu,48189.0,25387,1095.2,8004674.79,11565.36,0.5268214737803233
Sugarcane,2010,Whole Year ,Tamil Nadu,315961.0,34251796,1095.2,52484281.71,75830.64,108.40513860887894
Sunflower,2010,Kharif     ,Tamil Nadu,8718.0,10036,1095.2,1448146.98,2092.32,1.1511814636384492
Urad,2010,Kharif     ,Tamil Nadu,304432.0,123011,1095.2,50569199.52,73063.68,0.4040672465443843
Arhar/Tur,2010,Kharif     ,Tripura,1207.0,923,2348.3,200494.77,289.68,0.7647058823529411
Cotton(lint),2010,Kharif     ,Tripura,1063.0,1574,2348.3,176574.93,255.12,1.4807149576669802
Gram,2010,Rabi       ,Tripura,109.0,81,2348.3,18105.99,26.16,0.7431192660550459
Groundnut,2010,Kharif     ,Tripura,336.0,362,2348.3,55812.96,80.64,1.0773809523809523
Groundnut,2010,Rabi       ,Tripura,327.0,338,2348.3,54317.97,78.48,1.033639143730887
Jute,2010,Kharif     ,Tripura,498.0,4243,2348.3,82722.78,119.52,8.52008032128514
Maize,2010,Kharif     ,Tripura,3101.0,4104,2348.3,515107.11,744.24,1.3234440503063527
Masoor,2010,Rabi       ,Tripura,317.0,213,2348.3,52656.87,76.08,0.6719242902208202
Mesta,2010,Kharif     ,Tripura,792.0,6456,2348.3,131559.12,190.08,8.151515151515152
Moong(Green Gram),2010,Kharif     ,Tripura,396.0,212,2348.3,65779.56,95.04,0.5353535353535354
Moong(Green Gram),2010,Rabi       ,Tripura,199.0,113,2348.3,33055.89,47.76,0.5678391959798995
Other  Rabi pulses,2010,Rabi       ,Tripura,1074.0,872,2348.3,178402.14,257.76,0.8119180633147114
Other Kharif pulses,2010,Kharif     ,Tripura,1552.0,1125,2348.3,257802.72,372.48,0.7248711340206185
Peas & beans (Pulses),2010,Rabi       ,Tripura,918.0,694,2348.3,152488.98,220.32,0.7559912854030502
Rapeseed &Mustard,2010,Rabi       ,Tripura,1972.0,1516,2348.3,327568.92,473.28,0.768762677484787
Rice,2010,Kharif     ,Tripura,264558.0,702473,2348.3,43945729.38,63493.92,2.655270299896431
Sesamum,2010,Kharif     ,Tripura,2046.0,1178,2348.3,339861.06,491.04,0.5757575757575758
Sugarcane,2010,Whole Year ,Tripura,909.0,46481,2348.3,150993.99,218.16,51.13421342134213
Urad,2010,Kharif     ,Tripura,912.0,519,2348.3,151492.32,218.88,0.569078947368421
Urad,2010,Rabi       ,Tripura,403.0,271,2348.3,66942.33,96.72,0.6724565756823822
Wheat,2010,Rabi       ,Tripura,316.0,637,2348.3,52490.76,75.84,2.0158227848101267
Arhar/Tur,2010,Kharif     ,Uttar Pradesh,344186.0,308419,742.6,57172736.46,82604.64,0.8960823508219393
Bajra,2010,Kharif     ,Uttar Pradesh,935272.0,1556891,742.6,155358031.9,224465.28,1.6646398053186666
Barley,2010,Rabi       ,Uttar Pradesh,162406.0,402239,742.6,26977260.66,38977.44,2.4767496274768175
Cotton(lint),2010,Kharif     ,Uttar Pradesh,3734.0,673,742.6,620254.74,896.16,0.1802356722013926
Dry chillies,2010,Kharif     ,Uttar Pradesh,13673.0,11964,742.6,2271222.03,3281.52,0.8750091421048782
Ginger,2010,Kharif     ,Uttar Pradesh,893.0,2538,742.6,148336.23,214.32,2.8421052631578947
Gram,2010,Rabi       ,Uttar Pradesh,570289.0,530326,742.6,94730705.79,136869.36,0.9299250029371073
Groundnut,2010,Kharif     ,Uttar Pradesh,85258.0,84246,742.6,14162206.38,20461.92,0.9881301461446433
Guar seed,2010,Kharif     ,Uttar Pradesh,2441.0,2033,742.6,405474.51,585.84,0.8328553871364195
Jowar,2010,Kharif     ,Uttar Pradesh,201205.0,207513,742.6,33422162.55,48289.2,1.0313511095648717
Linseed,2010,Rabi       ,Uttar Pradesh,30443.0,13944,742.6,5056886.73,7306.32,0.4580363301908485
Maize,2010,Kharif     ,Uttar Pradesh,718026.0,1052727,742.6,119271298.9,172326.24,1.4661405018759766
Maize,2010,Rabi       ,Uttar Pradesh,5492.0,16498,742.6,912276.12,1318.08,3.0040058266569556
Maize,2010,Summer     ,Uttar Pradesh,30204.0,44279,742.6,5017186.44,7248.96,1.4659978810753542
Masoor,2010,Rabi       ,Uttar Pradesh,586132.0,410968,742.6,97362386.52,140671.68,0.7011526413845346
Moong(Green Gram),2010,Kharif     ,Uttar Pradesh,41377.0,19457,742.6,6873133.47,9930.48,0.4702370882374266
Moong(Green Gram),2010,Summer     ,Uttar Pradesh,47491.0,42436,742.6,7888730.01,11397.84,0.893558779558232
Onion,2010,Rabi       ,Uttar Pradesh,9830.0,180951,742.6,1632861.3,2359.2,18.40803662258393
Peas & beans (Pulses),2010,Rabi       ,Uttar Pradesh,303341.0,353322,742.6,50387973.51,72801.84,1.1647683629974188
Potato,2010,Rabi       ,Uttar Pradesh,556533.0,13576573,742.6,92445696.63,133567.92,24.394910993597865
Rapeseed &Mustard,2010,Rabi       ,Uttar Pradesh,603593.0,716960,742.6,100262833.2,144862.32,1.1878202696187663
Rice,2010,Kharif     ,Uttar Pradesh,5631949.0,11938078,742.6,935523048.4,1351667.76,2.1197063396703344
Rice,2010,Summer     ,Uttar Pradesh,25121.0,54221,742.6,4172849.31,6029.04,2.15839337605987
Sannhamp,2010,Kharif     ,Uttar Pradesh,2065.0,675,742.6,343017.15,495.6,0.3268765133171913
Sesamum,2010,Kharif     ,Uttar Pradesh,335623.0,66157,742.6,55750336.53,80549.52,0.19711700330430273
Small millets,2010,Kharif     ,Uttar Pradesh,8762.0,6290,742.6,1455455.82,2102.88,0.7178726318192193
Soyabean,2010,Kharif     ,Uttar Pradesh,10939.0,13475,742.6,1817077.29,2625.36,1.2318310631684797
Sugarcane,2010,Kharif     ,Uttar Pradesh,2124850.0,120544784,742.6,352958833.5,509964.0,56.730961714944584
Sunflower,2010,Summer     ,Uttar Pradesh,4083.0,8677,742.6,678227.13,979.92,2.1251530737203037
Sweet potato,2010,Kharif     ,Uttar Pradesh,16779.0,206633,742.6,2787159.69,4026.96,12.314977054651647
Tobacco,2010,Rabi       ,Uttar Pradesh,25906.0,131506,742.6,4303245.66,6217.44,5.076275766231761
Turmeric,2010,Rabi       ,Uttar Pradesh,1294.0,4066,742.6,214946.34,310.56,3.142194744976816
Urad,2010,Kharif     ,Uttar Pradesh,494406.0,333778,742.6,82125780.66,118657.44,0.6751091208440027
Urad,2010,Summer     ,Uttar Pradesh,61321.0,38202,742.6,10186031.31,14717.04,0.6229839696025832
Wheat,2010,Rabi       ,Uttar Pradesh,9636540.0,30000632,742.6,1600725659.0,2312769.6,3.1132161543458543
Arhar/Tur,2010,Kharif     ,Uttarakhand,1963.0,1343,1419.0,326073.93,471.12,0.6841569026999491
Barley,2010,Rabi       ,Uttarakhand,22032.0,27673,1419.0,3659735.52,5287.68,1.256036673928831
Garlic,2010,Whole Year ,Uttarakhand,3000.0,19767,1419.0,498330.0,720.0,6.589
Gram,2010,Rabi       ,Uttarakhand,728.0,568,1419.0,120928.08,174.72,0.7802197802197802
Groundnut,2010,Kharif     ,Uttarakhand,1330.0,1449,1419.0,220926.3,319.2,1.0894736842105264
Horse-gram,2010,Kharif     ,Uttarakhand,9690.0,8179,1419.0,1609605.9,2325.6,0.8440660474716202
Maize,2010,Kharif     ,Uttarakhand,26193.0,40494,1419.0,4350919.23,6286.32,1.5459855686633834
Maize,2010,Rabi       ,Uttarakhand,64.0,130,1419.0,10631.04,15.36,2.03125
Masoor,2010,Rabi       ,Uttarakhand,11027.0,8236,1419.0,1831694.97,2646.48,0.7468939874852635
Moong(Green Gram),2010,Kharif     ,Uttarakhand,102.0,54,1419.0,16943.22,24.48,0.5294117647058824
Moong(Green Gram),2010,Rabi       ,Uttarakhand,16.0,9,1419.0,2657.76,3.84,0.5625
Moth,2010,Kharif     ,Uttarakhand,22.0,9,1419.0,3654.42,5.28,0.4090909090909091
Onion,2010,Whole Year ,Uttarakhand,2230.0,11814,1419.0,370425.3,535.2,5.297757847533632
Other  Rabi pulses,2010,Rabi       ,Uttarakhand,33.0,19,1419.0,5481.63,7.92,0.5757575757575758
Other Cereals,2010,Kharif     ,Uttarakhand,69860.0,81040,1419.0,11604444.6,16766.4,1.160034354423132
Other Cereals,2010,Rabi       ,Uttarakhand,317.0,370,1419.0,52656.87,76.08,1.167192429022082
Other Kharif pulses,2010,Kharif     ,Uttarakhand,13019.0,12300,1419.0,2162586.09,3124.56,0.9447730240417851
Peas & beans (Pulses),2010,Rabi       ,Uttarakhand,6636.0,6785,1419.0,1102305.96,1592.64,1.022453285111513
Potato,2010,Kharif     ,Uttarakhand,7578.0,72287,1419.0,1258781.58,1818.72,9.539060438110319
Potato,2010,Rabi       ,Uttarakhand,4793.0,60822,1419.0,796165.23,1150.32,12.689755894012102
Ragi,2010,Kharif     ,Uttarakhand,119207.0,159286,1419.0,19801474.77,28609.68,1.3362134773964616
Rapeseed &Mustard,2010,Rabi       ,Uttarakhand,12663.0,10288,1419.0,2103450.93,3039.12,0.812445707968096
Rice,2010,Kharif     ,Uttarakhand,270416.0,495083,1419.0,44918801.76,64899.84,1.8308199218981125
Rice,2010,Rabi       ,Uttarakhand,15277.0,50503,1419.0,2537662.47,3666.48,3.3058192053413626
Sesamum,2010,Kharif     ,Uttarakhand,1887.0,409,1419.0,313449.57,452.88,0.21674615792262852
Soyabean,2010,Kharif     ,Uttarakhand,8135.0,13174,1419.0,1351304.85,1952.4,1.619422249539029
Sugarcane,2010,Whole Year ,Uttarakhand,102402.0,6235474,1419.0,17009996.22,24576.48,60.89211148219761
Tobacco,2010,Whole Year ,Uttarakhand,8.0,23,1419.0,1328.88,1.92,2.875
Turmeric,2010,Whole Year ,Uttarakhand,191.0,370,1419.0,31727.01,45.84,1.9371727748691099
Urad,2010,Kharif     ,Uttarakhand,10475.0,8392,1419.0,1740002.25,2514.0,0.801145584725537
Urad,2010,Rabi       ,Uttarakhand,176.0,100,1419.0,29235.36,42.24,0.5681818181818182
Wheat,2010,Rabi       ,Uttarakhand,371225.0,882920,1419.0,61664184.75,89094.0,2.3783958515724963
other oilseeds,2010,Kharif     ,Uttarakhand,431.0,266,1419.0,71593.41,103.44,0.617169373549884
other oilseeds,2010,Rabi       ,Uttarakhand,784.0,484,1419.0,130230.24,188.16,0.6173469387755102
Arhar/Tur,2010,Rabi       ,Jammu and Kashmir,2.0,1,1352.0,332.22,0.48,0.5
